,title,artist,region,date,n
5346,ROCKSTAR (feat. Roddy Ricch),DaBaby,South Africa,2020-08,7
5347,Devam (feat. Luciano & Ezhel),Gentleman,Turkey,2020-10,7
5348,ICE (feat. MORGENSHTERN),MORGENSHTERN,Ukraine,2020-08,7
5349,Baby (with J Balvin),Sfera Ebbasta,Italy,2021-01,7
5350,TOA$T /,"Bedoes, Lanek",Poland,2021-01,7
5351,Permission to Dance,BTS,Taiwan,2021-07,7
5352,Dynamite,BTS,Taiwan,2020-08,7
5353,Life Goes On,BTS,Singapore,2020-12,7
5354,Dynamite,BTS,Hong Kong,2020-08,7
5355,POPSTAR (feat. Drake),DJ Khaled,Canada,2020-07,7
5356,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",Australia,2020-07,7
5357,Anyone,Justin Bieber,Canada,2021-01,7
5358,Angst,Apache 207,Switzerland,2021-01,7
5359,أجمل غرامي,Abdullah Al Farwan,Saudi Arabia,2020-11,7
5360,Dynamite,BTS,Philippines,2020-08,7
5361,Dynamite,BTS,Singapore,2020-08,7
5362,Långt bort härifrån,Hov1,Sweden,2020-11,7
5363,Dynamite,BTS,Malaysia,2020-08,7
5364,Malá Biš,Nik Tendo,Czech Republic,2021-01,7
5365,ULALA,"Żabson, Young Leosia, Beteo, Borucci",Poland,2020-10,7
5366,Paubaya,Moira Dela Torre,Philippines,2020-10,7
5367,Nimet,"Didomido, Eglo G",Turkey,2020-07,7
5368,positions,Ariana Grande,United Kingdom,2020-10,7
5369,Therefore I Am,Billie Eilish,Canada,2020-11,7
5370,Mamichula - con Nicki Nicole,"Trueno, Bizarrap, Taiu, TATOOL",Uruguay,2020-07,7
5371,Dynamite,BTS,Thailand,2020-08,7
5372,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,Romania,2020-09,7
5373,Therefore I Am,Billie Eilish,United States,2020-11,7
5374,Flickorna i Båstad,Hov1,Sweden,2021-07,7
5375,cardigan,Taylor Swift,Philippines,2020-07,7
5376,炎,LiSA,Hong Kong,2020-11,7
5377,Bel Bont El3areedh,Hussain Aljassmi,Egypt,2020-08,7
5378,Mood (feat. iann dior),24kGoldn,Sweden,2020-08,7
5379,Last Christmas,Wham!,Iceland,2020-12,7
5380,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",Belgium,2020-07,7
5381,drivers license,Olivia Rodrigo,India,2021-01,7
5382,Snowman,Sia,Finland,2020-12,7
5383,positions,Ariana Grande,United Arab Emirates,2020-10,7
5384,BICHOTA,KAROL G,Uruguay,2020-12,7
5385,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,Canada,2020-11,7
5386,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,Philippines,2021-04,7
5387,一人之境 in C major,Terence Lam,Hong Kong,2021-05,7
5388,drivers license,Olivia Rodrigo,United Arab Emirates,2021-03,7
5389,Life Goes On,BTS,Thailand,2020-11,7
5390,По Глазам,SLAVA MARLOW,Ukraine,2020-10,7
5391,Cristal & МОЁТ,MORGENSHTERN,Ukraine,2021-02,7
5392,Dynamite,BTS,Japan,2020-11,7
5393,По Глазам,SLAVA MARLOW,Russia,2020-10,7
5394,No Evil,"Branco, Lukas Graham",Denmark,2021-02,7
5395,Hlavy na hlavy,"Robin Zoot, Nik Tendo, Vercetti CG, Shaka CG, Forest Blunt",Czech Republic,2021-01,7
5396,All I Want for Christmas Is You,Mariah Carey,Global,2020-12,7
5397,Además de Mí - Remix,"Rusherking, KHEA, Duki, Maria Becerra, Lit Killah, Tiago PZK",Argentina,2021-03,7
5398,drivers license,Olivia Rodrigo,Denmark,2021-02,7
5399,Långsamt farväl,Benjamin Ingrosso,Sweden,2020-10,7
5400,一人之境 in C major,Terence Lam,Hong Kong,2021-03,7
5401,Life Goes On,BTS,United Arab Emirates,2020-11,7
5402,7ali Ya 7ali,Inkonnu,Morocco,2021-01,7
5403,To the Bone,Pamungkas,Indonesia,2021-06,7
5404,ДУЛО,MORGENSHTERN,Ukraine,2021-05,7
5405,Mannschaft (feat. Freeze Corleone),SCH,France,2021-03,7
5406,ДУЛО,MORGENSHTERN,Russia,2021-05,7
5407,Моя голова винтом (My head is spinning like a screw),kostromin,Russia,2021-02,7
5408,Extasy,"187 Strassenbande, Bonez MC, Frauenarzt",Germany,2021-05,7
5409,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,India,2021-04,7
5410,On The Ground,ROSÉ,Taiwan,2021-03,7
5411,FAMILY,"MORGENSHTERN, Yung Trappa",Russia,2021-03,7
5412,Leere Hände (feat. Sido & Samra),SANTOS,Germany,2021-04,7
5413,Dark Side,Blind Channel,Finland,2021-02,7
5414,Fever,"Dua Lipa, Angèle",France,2021-02,7
5415,ALOHA!,ElGrandeToto,Morocco,2021-03,7
5416,Alles Wat Ik Mis,"Ronnie Flex, Emma Heesters, Kris Kross Amsterdam",Netherlands,2021-05,7
5417,Botella Tras Botella,"Gera MX, Christian Nodal",Honduras,2021-04,7
5418,LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",Dominican Republic,2021-02,7
5419,Fiel,"Los Legendarios, Wisin, Jhay Cortez",Guatemala,2021-03,7
5420,Fallen Angel,TIX,Norway,2021-02,7
5421,Fiel,"Los Legendarios, Wisin, Jhay Cortez",Peru,2021-03,7
5422,Tapão Na Raba,Raí Saia Rodada,Brazil,2021-02,7
5423,Butter,BTS,Taiwan,2021-05,7
5424,Kiss Me More (feat. SZA),Doja Cat,Malaysia,2021-05,7
5425,Fiel,"Los Legendarios, Wisin, Jhay Cortez",Colombia,2021-03,7
5426,Den fineste Chevy'n (feat. Maria Mena),Halva Priset,Norway,2021-04,7
5427,Blijven Slapen,"Snelle, Maan",Netherlands,2021-04,7
5428,Trốn Tìm,"Đen, MTV band",Vietnam,2021-05,7
5429,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,Taiwan,2021-03,7
5430,Liege wieder wach,Jamule,Germany,2021-04,7
5431,Look What You Made Me Do,Taylor Swift,Slovakia,2017-09,7
5432,2:50 Remix,"MYA, TINI, Duki",Uruguay,2021-06,7
5433,Todo De Ti,Rauw Alejandro,Ecuador,2021-05,7
5434,Msh Bel 7ozoz - مش بالحظوظ,Afroto,Egypt,2021-05,7
5435,Beggin',Måneskin,Latvia,2021-06,7
5436,Beggin',Måneskin,Estonia,2021-06,7
5437,Look What You Made Me Do,Taylor Swift,Philippines,2017-09,7
5438,Look What You Made Me Do,Taylor Swift,Greece,2017-09,7
5439,Ég Vil Það,"Chase Anthony, JóiPé",Iceland,2017-09,7
5440,New Rules,Dua Lipa,Ireland,2017-10,7
5441,Look What You Made Me Do,Taylor Swift,New Zealand,2017-09,7
5442,Todo De Ti,Rauw Alejandro,Panama,2021-05,7
5443,Todo De Ti,Rauw Alejandro,Dominican Republic,2021-05,7
5444,Beggin',Måneskin,Romania,2021-06,7
5445,Mayores,"Becky G, Bad Bunny",El Salvador,2017-10,7
5446,Too Good At Goodbyes,Sam Smith,Malaysia,2017-11,7
5447,Todo De Ti,Rauw Alejandro,Spain,2021-05,7
5448,Blaues Licht,"RAF Camora, Bonez MC",Austria,2021-08,7
5449,Robarte un Beso,"Carlos Vives, Sebastian Yatra",El Salvador,2017-10,7
5450,Is That for Me,"Alesso, Anitta",Brazil,2017-10,7
5451,Baby mama,"Scriptonite, Райда",Ukraine,2021-09,7
5452,Pepas,Farruko,Belgium,2021-11,7
5453,Räkna dagar,Hov1,Sweden,2021-10,7
5454,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,Russia,2021-08,7
5455,Om Satori,Wawi,Saudi Arabia,2021-10,7
5456,STAY (with Justin Bieber),The Kid LAROI,Finland,2021-09,7
5457,Too Good At Goodbyes - Edit,Sam Smith,Sweden,2017-09,7
5458,Le classico organisé,"Le classico organisé, Koba LaD, Jul, PLK, SCH, Gazo, Soso Maness, Kofs, Guy2bezbar, Naps",France,2021-11,7
5459,Volví,"Aventura, Bad Bunny",Guatemala,2021-08,7
5460,Pepas,Farruko,Netherlands,2021-10,7
5461,Échame La Culpa,"Luis Fonsi, Demi Lovato",Chile,2017-11,7
5462,Se Preparó,Ozuna,Argentina,2017-09,7
5463,Mon Amour - Remix,"zzoilo, Aitana",Spain,2021-10,7
5464,My Apple Pie,Edan 呂爵安,Hong Kong,2021-10,7
5465,I Fall Apart,Post Malone,New Zealand,2017-11,7
5466,My Universe,"Coldplay, BTS",South Korea,2021-11,7
5467,Wolves,"Selena Gomez, Marshmello",Singapore,2018-01,7
5468,Easy On Me,Adele,Hong Kong,2021-10,7
5469,Easy On Me,Adele,Vietnam,2021-10,7
5470,Easy On Me,Adele,Germany,2021-10,7
5471,PERDONAMI,Salmo,Italy,2017-11,7
5472,Criminal,"Natti Natasha, Ozuna",Argentina,2017-09,7
5473,rockstar,"Post Malone, 21 Savage",Czech Republic,2017-12,7
5474,Complicated (feat. Kiiara),"Dimitri Vegas & Like Mike, David Guetta, Dimitri Vegas",Belgium,2017-09,7
5475,Easy On Me,Adele,Portugal,2021-10,7
5476,All I Want for Christmas Is You,Mariah Carey,Global,2021-12,7
5477,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,Sweden,2017-12,7
5478,Havana,"Camila Cabello, Young Thug",Indonesia,2018-01,7
5479,rockstar,"Post Malone, 21 Savage",Germany,2017-09,7
5480,Pepas,Farruko,Panama,2021-08,7
5481,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,Canada,2021-11,7
5482,Havana,"Camila Cabello, Young Thug",Malaysia,2018-01,7
5483,Giovane Fuoriclasse,"Capo Plaza, AVA",Italy,2017-10,7
5484,عرفة,Lege-Cy,Egypt,2021-09,7
5485,All I Want for Christmas Is You,Mariah Carey,Lithuania,2017-12,7
5486,My Universe,"Coldplay, BTS",Vietnam,2021-09,7
5487,Mon Amour - Remix,"zzoilo, Aitana",Mexico,2021-11,7
5488,My Universe,"Coldplay, BTS",South Korea,2021-09,7
5489,La Modelo,Lean Trap,Dominican Republic,2018-01,7
5490,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",DJ Snake,Thailand,2021-10,7
5491,CINDY,UZI,Turkey,2021-09,7
5492,Him & I (with Halsey),G-Eazy,Lithuania,2018-01,7
5493,Easy On Me,Adele,Latvia,2021-11,7
5494,Salimo de Noche,"Tiago PZK, Trueno",Uruguay,2021-10,7
5495,My Universe,"Coldplay, BTS",Philippines,2021-09,7
5496,Bella,Wolfine,Paraguay,2018-01,7
5497,Rewrite The Stars,"Zac Efron, Zendaya",Malaysia,2018-01,7
5498,Bad and Boujee (feat. Lil Uzi Vert),Migos,United States,2017-02,6
5499,Amorfoda,Bad Bunny,Mexico,2018-03,6
5500,Havana (feat. Young Thug),Camila Cabello,Japan,2018-02,6
5501,Ipséité,Damso,France,2018-05,6
5502,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",United States,2020-05,6
5503,Dúfan mín,"Logi Pedro, Birnir",Iceland,2018-02,6
5504,X,"Nicky Jam, J Balvin",Argentina,2018-05,6
5505,Shuffla,Samir & Viktor,Sweden,2018-03,6
5506,Hey Meisje,"Esko, Josylvio, Hansie",Netherlands,2018-05,6
5507,Rojo,J Balvin,Panama,2020-05,6
5508,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",Iceland,2020-05,6
5509,God's Plan,Drake,Denmark,2018-03,6
5510,Roses - Imanbek Remix,SAINt JHN,Ireland,2020-05,6
5511,Alone,Alan Walker,Norway,2017-01,6
5512,體面(電影《前任3:再見前任》插曲),Kelly Yu,Taiwan,2018-04,6
5513,銀河修理員,Dear Jane,Hong Kong,2020-06,6
5514,eight(Prod.&Feat. SUGA of BTS),IU,Vietnam,2020-05,6
5515,Tættere End Vi Tror,"P3, Tessa, Christopher, Lukas Graham, Jada, Benjamin Hav, Clara, Don Stefano, Mads Langer",Denmark,2020-05,6
5516,God's Plan,Drake,Lithuania,2018-03,6
5517,Amorfoda,Bad Bunny,Uruguay,2018-03,6
5518,Solita,"Ozuna, Mambo Kingz, DJ Luian, Bad Bunny, Wisin, Almighty",Dominican Republic,2018-02,6
5519,God's Plan,Drake,Austria,2018-02,6
5520,Dura,Daddy Yankee,Costa Rica,2018-02,6
5521,God's Plan,Drake,Estonia,2018-03,6
5522,Intentions (feat. Quavo),Justin Bieber,Philippines,2020-05,6
5523,God's Plan,Drake,Israel,2018-04,6
5524,Psycho (feat. Ty Dolla $ign),Post Malone,Sweden,2018-02,6
5525,Tak Tiki Tak,Harry Nach,Paraguay,2020-06,6
5526,Þráhyggja,"JóiPé, Króli",Iceland,2018-04,6
5527,Psycho (feat. Ty Dolla $ign),Post Malone,Slovakia,2018-02,6
5528,GOOBA,6ix9ine,Switzerland,2020-05,6
5529,Amorfoda,Bad Bunny,Argentina,2018-02,6
5530,no tears left to cry,Ariana Grande,Slovakia,2018-04,6
5531,Nice For What,Drake,United Kingdom,2018-04,6
5532,FAKE LOVE,BTS,Indonesia,2018-05,6
5533,Something Just Like This,"The Chainsmokers, Coldplay",Hong Kong,2017-02,6
5534,Amor Falso,Aldair Playboy,Brazil,2018-05,6
5535,BYE ME FUI,Bad Bunny,Panama,2020-05,6
5536,BYE ME FUI,Bad Bunny,Honduras,2020-05,6
5537,GOOBA,6ix9ine,Latvia,2020-05,6
5538,Something Just Like This,"The Chainsmokers, Coldplay",Taiwan,2017-02,6
5539,Flames,"David Guetta, Sia",Norway,2018-04,6
5540,Largado Às Traças - Ao Vivo,Zé Neto & Cristiano,Brazil,2018-08,6
5541,Naarmuja (feat. IBE),Benjamin,Finland,2018-08,6
5542,BEBE,"6ix9ine, Anuel AA",Honduras,2018-09,6
5543,Stuck with U (with Justin Bieber),Ariana Grande,Singapore,2020-06,6
5544,Vaina Loca,"Ozuna, Manuel Turizo",Panama,2018-09,6
5545,Estamos Bien,Don Khuma,Dominican Republic,2018-08,6
5546,Nonstop,Drake,South Africa,2018-07,6
5547,SAD!,XXXTENTACION,Latvia,2018-07,6
5548,Lucky You (feat. Joyner Lucas),Eminem,Global,2018-09,6
5549,No Es Justo,"J Balvin, Zion & Lennox",Bolivia,2018-08,6
5550,Djadja,Aya Nakamura,Netherlands,2018-09,6
5551,打上花火,"DAOKO, Kenshi Yonezu",Japan,2018-09,6
5552,One Kiss (with Dua Lipa),Calvin Harris,Latvia,2018-05,6
5553,Melodien (feat. Juju),Capital Bra,Austria,2018-08,6
5554,In My Feelings,Drake,Latvia,2018-08,6
5555,DDU-DU DDU-DU,BLACKPINK,Malaysia,2018-06,6
5556,Roska silmäs,"TIPPA, JVG",Finland,2018-07,6
5557,SAD!,XXXTENTACION,United States,2018-06,6
5558,I Love It (& Lil Pump),Kanye West,Norway,2018-09,6
5559,Só Você,"DENNIS, MC G15",Brazil,2018-09,6
5560,Play Date,Melanie Martinez,India,2020-05,6
5561,Lucky You (feat. Joyner Lucas),Eminem,Slovakia,2018-09,6
5562,In My Feelings,Drake,Costa Rica,2018-08,6
5563,Solo (feat. Demi Lovato),Clean Bandit,Lithuania,2018-06,6
5564,Don’t Matter To Me,"Drake, Michael Jackson",Global,2018-07,6
5565,Su Casa,"KESI, Gilli",Denmark,2018-09,6
5566,All I Want for Christmas Is You,Mariah Carey,Slovakia,2018-12,6
5567,Rain On Me (with Ariana Grande),Lady Gaga,Philippines,2020-05,6
5568,Medicina,Anitta,Brazil,2018-07,6
5569,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",KitschKrieg,Austria,2018-11,6
5570,Caramelo,Ozuna,Dominican Republic,2020-06,6
5571,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",Sweden,2020-06,6
5572,Agria Thalassa,Giorgos Sabanis,Greece,2020-06,6
5573,"thank u, next",Ariana Grande,Israel,2018-12,6
5574,Jangan,"Marion Jola, Rayi Putra",Indonesia,2018-09,6
5575,Rain On Me (with Ariana Grande),Lady Gaga,Global,2020-05,6
5576,Shallow,"Lady Gaga, Bradley Cooper",Czech Republic,2018-11,6
5577,Baller los,MERO,Switzerland,2018-12,6
5578,öölaps!,nublu,Estonia,2018-10,6
5579,"thank u, next",Ariana Grande,Romania,2018-12,6
5580,ลาลาลอย (100%),The Toys,Thailand,2019-01,6
5581,"thank u, next",Ariana Grande,Indonesia,2019-01,6
5582,Happier,"Marshmello, Bastille",Ireland,2018-10,6
5583,Adan y Eva,Paulo Londra,Argentina,2019-01,6
5584,MIA (feat. Drake),Bad Bunny,Guatemala,2018-12,6
5585,Falling Down - Bonus Track,"Lil Peep, XXXTENTACION",United States,2018-09,6
5586,từ chối nhẹ nhàng thôi,"Bich Phuong, Phuc Du",Vietnam,2020-06,6
5587,Happier,"Marshmello, Bastille",Taiwan,2018-09,6
5588,Adan y Eva,Paulo Londra,Uruguay,2019-01,6
5589,Duurt Te Lang,Davina Michelle,Netherlands,2019-01,6
5590,Binks to Binks 6,Ninho,France,2019-01,6
5591,Drip Too Hard (Lil Baby & Gunna),Lil Baby,United States,2018-10,6
5592,Happier,"Marshmello, Bastille",United Kingdom,2018-10,6
5593,Love Someone,Lukas Graham,Denmark,2018-11,6
5594,Jaloux,Dadju,France,2018-11,6
5595,Gang În Sus,"Nane, Oscar, Super Ed",Romania,2020-06,6
5596,Happier,"Marshmello, Bastille",South Africa,2018-11,6
5597,Kiss and Make Up,"Dua Lipa, BLACKPINK",Indonesia,2018-11,6
5598,"thank u, next",Ariana Grande,Latvia,2018-11,6
5599,"break up with your girlfriend, i'm bored",Ariana Grande,Canada,2019-02,6
5600,"thank u, next",Ariana Grande,Denmark,2018-11,6
5601,Harami,Samra,Germany,2019-04,6
5602,"thank u, next",Ariana Grande,Bulgaria,2018-11,6
5603,Boy With Luv (feat. Halsey),BTS,Hong Kong,2019-05,6
5604,今夜このまま,Aimyon,Japan,2019-02,6
5605,יאסו,"Static & Ben El, Eden Ben Zaken, Stephane Legar",Israel,2019-01,6
5606,Secreto,"Anuel AA, KAROL G",Costa Rica,2019-02,6
5607,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,India,2019-05,6
5608,Hobby Hobby,MERO,Switzerland,2019-01,6
5609,bad guy,Billie Eilish,Norway,2019-05,6
5610,Someone You Loved,Lewis Capaldi,Ireland,2019-04,6
5611,Kahit Ayaw Mo Na,This Band,Philippines,2019-01,6
5612,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,South Africa,2019-05,6
5613,Kung 'Di Rin Lang Ikaw,"December Avenue, Moira Dela Torre",Philippines,2019-02,6
5614,TVTB (feat. Dark Polo Gang),Fedez,Italy,2019-01,6
5615,Ferrari,"Eno, MERO",Switzerland,2019-02,6
5616,Sucker,Jonas Brothers,New Zealand,2019-03,6
5617,มีแค่เรา,"F.HERO, Lazyloxy, OG-ANIC",Thailand,2019-02,6
5618,Otro Trago,"Sech, Darell",El Salvador,2019-07,6
5619,48H (feat. Sfera Ebbasta),Izi,Italy,2019-05,6
5620,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,Romania,2019-05,6
5621,Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump",Romania,2018-10,6
5622,La Haine,Luciano,Germany,2019-06,6
5623,Otro Trago,"Sech, Darell",Bolivia,2019-04,6
5624,Con Calma,"Daddy Yankee, Snow",Nicaragua,2019-03,6
5625,Gladen,Itzo Hazarta,Bulgaria,2019-06,6
5626,Otro Trago,"Sech, Darell",Chile,2019-06,6
5627,Shallow,"Lady Gaga, Bradley Cooper",Iceland,2019-02,6
5628,Derdim Olsun,Reynmen,Turkey,2019-01,6
5629,Nasılsın Aşkta?,Aleyna Tilki,Turkey,2019-06,6
5630,All I Want for Christmas Is You,Mariah Carey,Lithuania,2018-12,6
5631,I Don't Care (with Justin Bieber),Ed Sheeran,Sweden,2019-06,6
5632,Boy With Luv (feat. Halsey),BTS,Malaysia,2019-06,6
5633,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,Canada,2019-06,6
5634,Sweet but Psycho,Ava Max,Finland,2018-10,6
5635,HP,Maluma,Mexico,2019-04,6
5636,MVP Freestyle,Light,Greece,2019-08,6
5637,Wir ticken,"Capital Bra, Samra",Switzerland,2019-03,6
5638,BDK (feat. Gilli),KESI,Denmark,2019-09,6
5639,Loco Contigo (feat. J. Balvin & Tyga),"DJ Snake, J Balvin",France,2019-08,6
5640,Dance Monkey,Tones And I,New Zealand,2019-11,6
5641,It's You,Ali Gatie,Malaysia,2019-06,6
5642,Toy Story,"Bedoes, Kubi Producent, Rafonix",Poland,2018-11,6
5643,Ela,Reynmen,Turkey,2019-07,6
5644,Money In The Grave (Drake ft. Rick Ross),Drake,United States,2019-06,6
5645,Huracan,"Samra, Capital Bra",Switzerland,2019-09,6
5646,quando a bad bater - ao vivo,Luan Santana,Brazil,2019-10,6
5647,Zebbiana,Skusta Clee,Philippines,2019-10,6
5648,Adicto (with Anuel AA & Ozuna),Tainy,Dominican Republic,2019-11,6
5649,LA CANCIÓN,"J Balvin, Bad Bunny",Honduras,2019-11,6
5650,Huracan,"Samra, Capital Bra",Austria,2019-09,6
5651,You Need To Calm Down,Taylor Swift,Hong Kong,2019-06,6
5652,Royal Rumble,"Kalazh44, Capital Bra, Samra, Nimo, Luciano",Switzerland,2019-06,6
5653,Baller los,MERO,Switzerland,2018-11,6
5654,GUAP (feat. Dopebwoy),Boef,Netherlands,2019-06,6
5655,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,Romania,2019-06,6
5656,Adan y Eva,Paulo Londra,Paraguay,2018-11,6
5657,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Uruguay,2019-09,6
5658,Loco Contigo (feat. J. Balvin & Tyga),"DJ Snake, J Balvin",France,2019-07,6
5659,Psycho,Red Velvet,Vietnam,2020-01,6
5660,Sweet but Psycho,Ava Max,Ireland,2018-12,6
5661,Fuori E Dentro (feat. tha Supreme),"Gemitaiz, MadMan",Italy,2019-09,6
5662,"Nicki Nicole: Bzrp Music Sessions, Vol. 13","Bizarrap, Nicki Nicole",Argentina,2019-08,6
5663,Wow.,Post Malone,Greece,2018-12,6
5664,Wow.,Post Malone,Romania,2018-12,6
5665,Dance Monkey,Tones And I,Ireland,2020-01,6
5666,Señorita,"Shawn Mendes, Camila Cabello",Iceland,2019-06,6
5667,BIG MAN,SNIK,Greece,2020-01,6
5668,HIGHEST IN THE ROOM,Travis Scott,Latvia,2019-10,6
5669,Wow.,Post Malone,Canada,2018-12,6
5670,Dance Monkey,Tones And I,Poland,2019-10,6
5671,Fusk,"Einár, K27",Sweden,2019-03,6
5672,Wow.,Post Malone,United States,2018-12,6
5673,110,"Capital Bra, Samra, LEA",Austria,2019-09,6
5674,Tilidin,"Capital Bra, Samra",Switzerland,2019-06,6
5675,Callaita,"Bad Bunny, Tainy",Colombia,2019-06,6
5676,Adicto (with Anuel AA & Ozuna),Tainy,Chile,2019-09,6
5677,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",Peru,2020-04,6
5678,100 dni do matury,Mata,Poland,2020-02,6
5679,Girl,Myke Towers,Dominican Republic,2020-02,6
5680,Make It With You,Ben&Ben,Philippines,2020-02,6
5681,Life Is Good (feat. Drake),Future,Bulgaria,2020-01,6
5682,La Bella Mafia,Wet Bed Gang,Portugal,2020-03,6
5683,7elmet Ado 4,ElGrandeToto,Morocco,2020-01,6
5684,Dance Monkey,Tones And I,Sweden,2019-12,6
5685,Fantasias,"Rauw Alejandro, Farruko",Dominican Republic,2019-11,6
5686,everything i wanted,Billie Eilish,Bulgaria,2019-11,6
5687,LA CANCIÓN,"J Balvin, Bad Bunny",El Salvador,2019-10,6
5688,את חסרה לי,Eden Hason,Israel,2020-03,6
5689,Dance Monkey,Tones And I,Vietnam,2020-01,6
5690,Benjamins 3,"Rozz Kalliope, Ece Seçkin",Turkey,2019-12,6
5691,Si Veo a Tu Mamá,Bad Bunny,Costa Rica,2020-03,6
5692,Combatchy (feat. MC Rebecca),"Anitta, Lexa, Luísa Sonza",Brazil,2019-11,6
5693,Tusa,"KAROL G, Nicki Minaj",Guatemala,2019-11,6
5694,The Box,Roddy Ricch,Global,2020-02,6
5695,Dance Monkey,Tones And I,United Arab Emirates,2019-11,6
5696,everything i wanted,Billie Eilish,Egypt,2019-11,6
5697,Señorita,"Shawn Mendes, Camila Cabello",Vietnam,2019-12,6
5698,Roller,Apache 207,Germany,2019-08,6
5699,Señorita,"Shawn Mendes, Camila Cabello",India,2019-09,6
5700,Pura Pura Lupa,Mahen,Indonesia,2020-03,6
5701,Blinding Lights,The Weeknd,Denmark,2020-01,6
5702,No Time To Die,Billie Eilish,United Kingdom,2020-02,6
5703,Presidente,Mad Clip,Greece,2020-04,6
5704,Toosie Slide,Drake,United Kingdom,2020-04,6
5705,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Sweden,2017-08,6
5706,The Box,Roddy Ricch,Portugal,2020-03,6
5707,Kein Wort,"Juju, Loredana, Miksu / Macloud",Austria,2020-01,6
5708,New Rules,Dua Lipa,Lithuania,2017-08,6
5709,Shape of You,Ed Sheeran,Denmark,2017-04,6
5710,Shape of You,Ed Sheeran,Hong Kong,2017-04,6
5711,Rojo,J Balvin,Costa Rica,2020-04,6
5712,Ignorantes,"Bad Bunny, Sech",Nicaragua,2020-02,6
5713,Blinding Lights,The Weeknd,Estonia,2020-01,6
5714,No Time To Die,Billie Eilish,Hungary,2020-02,6
5715,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Norway,2017-08,6
5716,Ne reviens pas,"Gradur, Heuss L'enfoiré",France,2019-11,6
5717,Eikö Sua Hävetä,Tuure Boelius,Finland,2017-08,6
5718,Toosie Slide,Drake,Estonia,2020-04,6
5719,Toosie Slide,Drake,Iceland,2020-04,6
5720,ลงใจ,BOWKYLION,Thailand,2020-03,6
5721,Last Christmas,Wham!,Sweden,2019-12,6
5722,Last Christmas,Wham!,Denmark,2019-12,6
5723,Mi Gente,"J Balvin, Willy William",Denmark,2017-08,6
5724,Blinding Lights,The Weeknd,France,2020-04,6
5725,Blinding Lights,The Weeknd,Sweden,2020-03,6
5726,Intentions (feat. Quavo),Justin Bieber,Vietnam,2020-03,6
5727,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Slovakia,2017-06,6
5728,Friends (with BloodPop®),Justin Bieber,Greece,2017-08,6
5729,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Paraguay,2017-04,6
5730,Roses - Imanbek Remix,SAINt JHN,Hungary,2020-03,6
5731,Auto Blu,"Shiva, Eiffel 65",Italy,2020-03,6
5732,Roses - Imanbek Remix,SAINt JHN,Netherlands,2020-04,6
5733,Blinding Lights,The Weeknd,Hungary,2020-03,6
5734,HUMBLE.,Kendrick Lamar,United States,2017-06,6
5735,Godzilla (feat. Juice WRLD),Eminem,Slovakia,2020-01,6
5736,Something Just Like This,"The Chainsmokers, Coldplay",Hong Kong,2017-05,6
5737,death bed (coffee for your head),"Powfu, beabadoobee",Indonesia,2020-03,6
5738,Mi Gente,"J Balvin, Willy William",Italy,2017-08,6
5739,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Honduras,2017-04,6
5740,Look What You Made Me Do,Taylor Swift,Slovakia,2017-08,6
5741,Caramelle (feat. Peachwalnut),Dark Polo Gang,Italy,2017-05,6
5742,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Germany,2017-04,6
5743,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Slovakia,2017-04,6
5744,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",New Zealand,2020-04,6
