,title,artist,region,year,n,Rank
1717,Cellophané,Rim'K,France,2017,295,18
1718,B.O.C,Niska,France,2017,291,19
1719,I Feel It Coming,"The Weeknd, Daft Punk",France,2017,287,20
1720,goosebumps,Travis Scott,Greece,2020,366,1
1721,Roses - Imanbek Remix,SAINt JHN,Greece,2020,366,2
1722,Netflix,"TOQUEL, Hawk",Greece,2020,366,3
1723,Blinding Lights,The Weeknd,Greece,2020,366,4
1724,The Box,Roddy Ricch,Greece,2020,366,5
1725,Oxi Simera,"LEX, Ortiz",Greece,2020,366,6
1726,Mosca,Light,Greece,2020,366,7
1727,Deja Vu,"Hawk, Sapranov",Greece,2020,366,8
1728,Caliente,"Mente Fuerte, Hawk, Baghdad",Greece,2020,366,9
1729,Stars,"TOQUEL, Light",Greece,2020,366,10
1730,Senorita,"SNIK, Tamta",Greece,2020,366,11
1731,HIGHEST IN THE ROOM,Travis Scott,Greece,2020,366,12
1732,Sandra,TOQUEL,Greece,2020,365,13
1733,Cyan,Saske,Greece,2020,365,14
1734,SICKO MODE,Travis Scott,Greece,2020,364,15
1735,Business,TOQUEL,Greece,2020,364,16
1736,Lucid Dreams,Juice WRLD,Greece,2020,364,17
1737,Motto,MG,Greece,2020,364,18
1738,OUT WEST (feat. Young Thug),"JACKBOYS, Travis Scott",Greece,2020,363,19
1739,Before You Go,Lewis Capaldi,Greece,2020,363,20
1740,שמישהו יעצור אותי,Eden Hason,Israel,2018,293,1
1741,God's Plan,Drake,Israel,2018,293,2
1742,Believer,Imagine Dragons,Israel,2018,293,3
1743,שני משוגעים,Omer Adam,Israel,2018,293,4
1744,New Rules,Dua Lipa,Israel,2018,293,5
1745,IDGAF,Dua Lipa,Israel,2018,293,6
1746,FRIENDS,"Marshmello, Anne-Marie",Israel,2018,293,7
1747,Thunder,Imagine Dragons,Israel,2018,292,8
1748,The Middle,"Zedd, Maren Morris, Grey",Israel,2018,292,9
1749,Look Alive (feat. Drake),BlocBoy JB,Israel,2018,292,10
1750,Shape of You,Ed Sheeran,Israel,2018,292,11
1751,Havana (feat. Young Thug),Camila Cabello,Israel,2018,292,12
1752,Psycho (feat. Ty Dolla $ign),Post Malone,Israel,2018,291,13
1753,SAD!,XXXTENTACION,Israel,2018,290,14
1754,More Than You Know,Axwell /\ Ingrosso,Israel,2018,290,15
1755,Like I Do,"David Guetta, Martin Garrix, Brooks",Israel,2018,289,16
1756,חברות שלך,Omer Adam,Israel,2018,286,17
1757,Silence,"Marshmello, Khalid",Israel,2018,286,18
1758,HUMBLE.,Kendrick Lamar,Israel,2018,286,19
1759,לשוב הביתה,Ishay Ribo,Israel,2018,284,20
1760,Sorry,Justin Bieber,Japan,2017,362,1
1761,DREAM,Shota Shimizu,Japan,2017,362,2
1762,Wherever you are,ONE OK ROCK,Japan,2017,362,3
1763,さよならの前に,AAA,Japan,2017,362,4
1764,What Do You Mean?,Justin Bieber,Japan,2017,362,5
1765,My Boo,Shota Shimizu,Japan,2017,362,6
1766,ワタリドリ,[Alexandros],Japan,2017,362,7
1767,24K Magic,Bruno Mars,Japan,2017,362,8
1768,The Beginning,ONE OK ROCK,Japan,2017,362,9
1769,Closer,"The Chainsmokers, Halsey",Japan,2017,362,10
1770,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,Japan,2017,361,11
1771,Side To Side,"Ariana Grande, Nicki Minaj",Japan,2017,361,12
1772,Sugar,Maroon 5,Japan,2017,361,13
1773,That's What I Like,Bruno Mars,Japan,2017,361,14
1774,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,Japan,2017,361,15
1775,Let Me Love You,"DJ Snake, Justin Bieber",Japan,2017,361,16
1776,Love Yourself,Justin Bieber,Japan,2017,361,17
1777,Re:make,ONE OK ROCK,Japan,2017,360,18
1778,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,Japan,2017,360,19
1779,Kanzen kankaku Dreamer,ONE OK ROCK,Japan,2017,360,20
1780,Con Calma,"Daddy Yankee, Snow",Nicaragua,2019,179,1
1781,Te Vi,"Piso 21, Micro TDH",Nicaragua,2019,179,2
1782,Desconocidos,"Mau y Ricky, Manuel Turizo, Camilo",Nicaragua,2019,179,3
1783,Ella Quiere Beber - Remix,"Anuel AA, Romeo Santos",Nicaragua,2019,179,4
1784,Adan y Eva,Paulo Londra,Nicaragua,2019,179,5
1785,MIA (feat. Drake),Bad Bunny,Nicaragua,2019,178,6
1786,Un Año,"Sebastian Yatra, Reik",Nicaragua,2019,177,7
1787,Verte Ir,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",Nicaragua,2019,177,8
1788,Secreto,"Anuel AA, KAROL G",Nicaragua,2019,176,9
1789,Calma - Remix,"Pedro Capó, Farruko",Nicaragua,2019,176,10
1790,Si Se Da,"Myke Towers, Farruko",Nicaragua,2019,173,11
1791,Con Altura,"ROSALÍA, J Balvin, El Guincho",Nicaragua,2019,172,12
1792,Tal Vez,Paulo Londra,Nicaragua,2019,172,13
1793,Que Mas Pues - Remix,"Sech, Justin Quiles, Maluma, Nicky Jam, Farruko, Dalex, Lenny Tavárez",Nicaragua,2019,170,14
1794,Otro Trago,"Sech, Darell",Nicaragua,2019,170,15
1795,Cuaderno,"Dalex, Nicky Jam, Justin Quiles, Sech, Lenny Tavárez, Feid, Rafa Pabön",Nicaragua,2019,169,16
1796,Pa Mí - Remix,"Dalex, Rafa Pabön, KHEA, Sech, Feid, Cazzu, Lenny Tavárez",Nicaragua,2019,169,17
1797,Te Robaré,"Nicky Jam, Ozuna",Nicaragua,2019,169,18
1798,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",Nicaragua,2019,168,19
1799,Callaita,"Bad Bunny, Tainy",Nicaragua,2019,168,20
1800,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",Nicaragua,2020,366,1
1801,Sigues Con El,"Dímelo Flow, Arcangel, Sech",Nicaragua,2020,366,2
1802,Fantasias,"Rauw Alejandro, Farruko",Nicaragua,2020,366,3
1803,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Nicaragua,2020,366,4
1804,Si Estuviésemos Juntos,Bad Bunny,Nicaragua,2020,366,5
1805,Tusa,"KAROL G, Nicki Minaj",Nicaragua,2020,366,6
1806,Vete,Bad Bunny,Nicaragua,2020,366,7
1807,Callaita,"Bad Bunny, Tainy",Nicaragua,2020,366,8
1808,Te Vi,"Piso 21, Micro TDH",Nicaragua,2020,366,9
1809,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal",Nicaragua,2020,366,10
1810,Don't Start Now,Dua Lipa,Nicaragua,2020,366,11
1811,LA CANCIÓN,"J Balvin, Bad Bunny",Nicaragua,2020,366,12
1812,Dance Monkey,Tones And I,Nicaragua,2020,365,13
1813,Tutu,"Camilo, Pedro Capó",Nicaragua,2020,365,14
1814,De Los Besos Que Te Di,Christian Nodal,Nicaragua,2020,359,15
1815,Blinding Lights,The Weeknd,Nicaragua,2020,356,16
1816,Morado,J Balvin,Nicaragua,2020,348,17
1817,Girl,Myke Towers,Nicaragua,2020,341,18
1818,Diosa,Myke Towers,Nicaragua,2020,333,19
1819,Soltera - Remix,"Lunay, Daddy Yankee, Bad Bunny",Nicaragua,2020,330,20
1820,TE MUDASTE,Bad Bunny,Nicaragua,2021,334,1
1821,CÓMO SE SIENTE - Remix,"Jhay Cortez, Bad Bunny",Nicaragua,2021,334,2
1822,Una Vez,"Bad Bunny, Mora",Nicaragua,2021,334,3
1823,Si Veo a Tu Mamá,Bad Bunny,Nicaragua,2021,334,4
1824,BOOKER T,Bad Bunny,Nicaragua,2021,334,5
1825,Reloj,"Rauw Alejandro, Anuel AA",Nicaragua,2021,334,6
1826,LA CANCIÓN,"J Balvin, Bad Bunny",Nicaragua,2021,334,7
1827,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",Nicaragua,2021,334,8
1828,De Los Besos Que Te Di,Christian Nodal,Nicaragua,2021,334,9
1829,Hawái,Maluma,Nicaragua,2021,334,10
1830,Aquí Abajo,Christian Nodal,Nicaragua,2021,334,11
1831,Don't Start Now,Dua Lipa,Nicaragua,2021,334,12
1832,Blinding Lights,The Weeknd,Nicaragua,2021,334,13
1833,DÁKITI,"Bad Bunny, Jhay Cortez",Nicaragua,2021,334,14
1834,Bandido,"Myke Towers, Juhn",Nicaragua,2021,334,15
1835,Caraluna,Bacilos,Nicaragua,2021,334,16
1836,A Tu Merced,Bad Bunny,Nicaragua,2021,334,17
1837,La Tóxica,Farruko,Nicaragua,2021,334,18
1838,Vete,Bad Bunny,Nicaragua,2021,334,19
1839,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal",Nicaragua,2021,334,20
1840,Traicionera,Sebastian Yatra,Paraguay,2017,362,1
1841,Me llamas (feat. Maluma) - Remix,Piso 21,Paraguay,2017,362,2
1842,Dile Que Tu Me Quieres,Ozuna,Paraguay,2017,362,3
1843,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel AA,Paraguay,2017,362,4
1844,Otra vez (feat. J Balvin),Zion & Lennox,Paraguay,2017,362,5
1845,"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)","Ozuna, Bad Bunny, Farruko, Ñengo Flow",Paraguay,2017,362,6
1846,Te Quiero Pa´Mi,"Don Omar, Zion & Lennox",Paraguay,2017,362,7
1847,Vacaciones,Wisin,Paraguay,2017,362,8
1848,Me Rehúso,Danny Ocean,Paraguay,2017,362,9
1849,Hear Me Now,"Alok, Bruno Martini, Zeeba",Paraguay,2017,362,10
1850,Photograph,Ed Sheeran,Paraguay,2017,361,11
1851,Reggaetón Lento (Bailemos),CNCO,Paraguay,2017,361,12
1852,Bailame Despacio,"Xantos, Dynell",Paraguay,2017,361,13
1853,Shape of You,Ed Sheeran,Paraguay,2017,357,14
1854,Me Ama Me Odia,"Ozuna, Cosculluela, Revol",Paraguay,2017,352,15
1855,Despacito (Featuring Daddy Yankee),Luis Fonsi,Paraguay,2017,350,16
1856,Faded,Alan Walker,Paraguay,2017,348,17
1857,Olha a Explosão,MC Kevinho,Paraguay,2017,347,18
1858,El Amante,Nicky Jam,Paraguay,2017,347,19
1859,La Rompe Corazones,"Daddy Yankee, Ozuna",Paraguay,2017,342,20
1860,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",Paraguay,2020,366,1
1861,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal",Paraguay,2020,366,2
1862,Bellaquita - Remix,"Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles",Paraguay,2020,366,3
1863,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Paraguay,2020,366,4
1864,Fantasias,"Rauw Alejandro, Farruko",Paraguay,2020,366,5
1865,Amor Platonico,Los Verduleros,Paraguay,2020,366,6
1866,Sigues Con El,"Dímelo Flow, Arcangel, Sech",Paraguay,2020,366,7
1867,Vete,Bad Bunny,Paraguay,2020,366,8
1868,Tusa,"KAROL G, Nicki Minaj",Paraguay,2020,366,9
1869,El Efecto - Remix,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",Paraguay,2020,366,10
1870,LA CANCIÓN,"J Balvin, Bad Bunny",Paraguay,2020,366,11
1871,Adicto (with Anuel AA & Ozuna),Tainy,Paraguay,2020,366,12
1872,Si Estuviésemos Juntos,Bad Bunny,Paraguay,2020,366,13
1873,Ojitos Chiquitos,Don Omar,Paraguay,2020,366,14
1874,Hechicera,Lucas Sugo,Paraguay,2020,366,15
1875,Quizas,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",Paraguay,2020,365,16
1876,Callaita,"Bad Bunny, Tainy",Paraguay,2020,365,17
1877,Me Rehúso,Danny Ocean,Paraguay,2020,365,18
1878,"Ni Contigo, Ni Sin Ti","Los Ángeles Azules, Pepe Aguilar",Paraguay,2020,365,19
1879,Tutu,"Camilo, Pedro Capó",Paraguay,2020,365,20
1880,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Peru,2020,366,1
1881,Vete,Bad Bunny,Peru,2020,366,2
1882,Lamento Boliviano,Los Enanitos Verdes,Peru,2020,366,3
1883,Tutu,"Camilo, Pedro Capó",Peru,2020,366,4
1884,Fantasias,"Rauw Alejandro, Farruko",Peru,2020,366,5
1885,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal",Peru,2020,366,6
1886,Mala Fama,Danna Paola,Peru,2020,366,7
1887,LA CANCIÓN,"J Balvin, Bad Bunny",Peru,2020,366,8
1888,Sigues Con El,"Dímelo Flow, Arcangel, Sech",Peru,2020,366,9
1889,En Peligro de Extinción,"Bembe Orquesta, Farik Grippa",Peru,2020,366,10
1890,Caraluna,Bacilos,Peru,2020,366,11
1891,Desconocidos,"Mau y Ricky, Manuel Turizo, Camilo",Peru,2020,366,12
1892,Te Vi,"Piso 21, Micro TDH",Peru,2020,366,13
1893,Detente,"Mike Bahía, Danny Ocean",Peru,2020,366,14
1894,Tusa,"KAROL G, Nicki Minaj",Peru,2020,366,15
1895,Callaita,"Bad Bunny, Tainy",Peru,2020,366,16
1896,Don't Start Now,Dua Lipa,Peru,2020,366,17
1897,Dance Monkey,Tones And I,Peru,2020,366,18
1898,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",Peru,2020,366,19
1899,Me Rehúso,Danny Ocean,Peru,2020,366,20
1900,Mo Boy,Dillaz,Portugal,2017,362,1
1901,Só eu sei,Virgul,Portugal,2017,360,2
1902,Redbone,Childish Gambino,Portugal,2017,360,3
1903,Starboy,"The Weeknd, Daft Punk",Portugal,2017,360,4
1904,Say You Won't Let Go,James Arthur,Portugal,2017,360,5
1905,"""I Don’t Wanna Live Forever (Fifty Shades Darker) - From """"Fifty Shades Darker (Original Motion Picture Soundtrack)""""""","ZAYN, Taylor Swift",Portugal,2017,359,6
1906,Se Não Acordar Amanhã,Piruka,Portugal,2017,357,7
1907,Não Se Passa Nada,Piruka,Portugal,2017,357,8
1908,Shape of You,Ed Sheeran,Portugal,2017,357,9
1909,Loucos (feat. Héber Marques),Matias Damásio,Portugal,2017,356,10
1910,Reggaetón Lento (Bailemos),CNCO,Portugal,2017,354,11
1911,Dialeto,Diogo Piçarra,Portugal,2017,353,12
1912,I Feel It Coming,"The Weeknd, Daft Punk",Portugal,2017,352,13
1913,História,Diogo Piçarra,Portugal,2017,348,14
1914,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,Portugal,2017,347,15
1915,Olha a Explosão,MC Kevinho,Portugal,2017,346,16
1916,Photograph,Ed Sheeran,Portugal,2017,346,17
1917,Despacito (Featuring Daddy Yankee),Luis Fonsi,Portugal,2017,346,18
1918,Paris,The Chainsmokers,Portugal,2017,345,19
1919,Issues,Julia Michaels,Portugal,2017,340,20
1920,Romance de Cinema,Domingues,Portugal,2021,334,1
1921,lovely (with Khalid),Billie Eilish,Portugal,2021,334,2
1922,Someone You Loved,Lewis Capaldi,Portugal,2021,334,3
1923,Fica,Domingues,Portugal,2021,334,4
1924,Sweater Weather,The Neighbourhood,Portugal,2021,334,5
1925,Do I Wanna Know?,Arctic Monkeys,Portugal,2021,334,6
1926,Watermelon Sugar,Harry Styles,Portugal,2021,334,7
1927,Somos Iguais,Plutónio,Portugal,2021,334,8
1928,Devia Ir,Wet Bed Gang,Portugal,2021,334,9
1929,The Business,Tiësto,Portugal,2021,334,10
1930,O Nosso Amor,"Soraia Ramos, Calema",Portugal,2021,334,11
1931,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,Portugal,2021,334,12
1932,DÁKITI,"Bad Bunny, Jhay Cortez",Portugal,2021,334,13
1933,Blinding Lights,The Weeknd,Portugal,2021,334,14
1934,Don't Start Now,Dua Lipa,Portugal,2021,334,15
1935,São Paulo,Yuri NR5,Portugal,2021,334,16
1936,goosebumps,Travis Scott,Portugal,2021,334,17
1937,Tempo,"FRANKIEONTHEGUITAR, T-Rex, LON3R JOHNY, Bispo",Portugal,2021,334,18
1938,Mood (feat. iann dior),24kGoldn,Portugal,2021,334,19
1939,Te Amo,Calema,Portugal,2021,334,20
1940,God's Plan,Drake,Romania,2018,293,1
1941,Look Alive (feat. Drake),BlocBoy JB,Romania,2018,293,2
1942,SAD!,XXXTENTACION,Romania,2018,293,3
1943,XO Tour Llif3,Lil Uzi Vert,Romania,2018,292,4
1944,FRIENDS,"Marshmello, Anne-Marie",Romania,2018,291,5
1945,Psycho (feat. Ty Dolla $ign),Post Malone,Romania,2018,291,6
1946,Nevermind,Dennis Lloyd,Romania,2018,291,7
1947,HUMBLE.,Kendrick Lamar,Romania,2018,290,8
1948,The Middle,"Zedd, Maren Morris, Grey",Romania,2018,289,9
1949,Ric Flair Drip (& Metro Boomin),Offset,Romania,2018,289,10
1950,Thunder,Imagine Dragons,Romania,2018,287,11
1951,IDGAF,Dua Lipa,Romania,2018,287,12
1952,Believer,Imagine Dragons,Romania,2018,284,13
1953,Call Out My Name,The Weeknd,Romania,2018,277,14
1954,One Kiss (with Dua Lipa),Calvin Harris,Romania,2018,268,15
1955,I Like It,"Cardi B, Bad Bunny, J Balvin",Romania,2018,266,16
1956,Youngblood,5 Seconds of Summer,Romania,2018,259,17
1957,goosebumps,Travis Scott,Romania,2018,258,18
1958,no tears left to cry,Ariana Grande,Romania,2018,256,19
1959,Moonlight,XXXTENTACION,Romania,2018,254,20
1960,LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",Spain,2021,334,1
1961,Mamichula - con Nicki Nicole,"Trueno, Bizarrap, Taiu, TATOOL",Spain,2021,334,2
1962,Demasiadas Mujeres,C. Tangana,Spain,2021,334,3
1963,Como Estrellas,LA YOUNG,Spain,2021,334,4
1964,DÁKITI,"Bad Bunny, Jhay Cortez",Spain,2021,334,5
1965,Bandido,"Myke Towers, Juhn",Spain,2021,334,6
1966,Hawái,Maluma,Spain,2021,334,7
1967,A Un Paso De La Luna,"Ana Mena, Rocco Hunt",Spain,2021,334,8
1968,Soldadito marinero,Fito y Fitipaldis,Spain,2021,334,9
1969,BEBÉ,"Camilo, El Alfa",Spain,2021,334,10
1970,Tú Me Dejaste De Querer,"C. Tangana, Niño de Elche, La Húngara",Spain,2021,334,11
1971,Hecha Pa' Mi,Boza,Spain,2021,334,12
1972,Blinding Lights,The Weeknd,Spain,2021,334,13
1973,Tattoo - Remix with Camilo,Rauw Alejandro,Spain,2021,334,14
1974,Vida de Rico,Camilo,Spain,2021,334,15
1975,Juramento eterno de sal,Álvaro De Luna,Spain,2021,334,16
1976,La Curiosidad,"Jay Wheeler, DJ Nelson, Myke Towers",Spain,2021,334,17
1977,Explícito,Myke Towers,Spain,2021,328,18
1978,El Fin del Mundo,"La La Love You, Axolotes Mexicanos",Spain,2021,326,19
1979,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",Spain,2021,320,20
1980,怎麼了,Eric Chou,Taiwan,2020,366,1
1981,句號,G.E.M.,Taiwan,2020,366,2
1982,說好不哭,"Jay Chou, 阿信",Taiwan,2020,366,3
1983,Señorita,"Shawn Mendes, Camila Cabello",Taiwan,2020,366,4
1984,你敢不敢,LaLa Hsu,Taiwan,2020,366,5
1985,你要的全拿走,Tiger Hu,Taiwan,2020,366,6
1986,B.O.,"ØZI, 9m88",Taiwan,2020,366,7
1987,浪流連,EggPlantEgg,Taiwan,2020,366,8
1988,浪子回頭,EggPlantEgg,Taiwan,2020,366,9
1989,真的傻 (電影《一吻定情》追愛版主題曲),LaLa Hsu,Taiwan,2020,366,10
1990,Blinding Lights,The Weeknd,Taiwan,2020,366,11
1991,芒种,"音阙诗听, 赵方婧",Taiwan,2020,366,12
1992,以後別做朋友,Eric Chou,Taiwan,2020,366,13
1993,那些你很冒險的夢,JJ Lin,Taiwan,2020,366,14
1994,年少有為,Ronghao Li,Taiwan,2020,366,15
1995,來自天堂的魔鬼,G.E.M.,Taiwan,2020,366,16
1996,"你,好不好? - TVBS連續劇【遺憾拼圖】片尾曲",Eric Chou,Taiwan,2020,366,17
1997,路過人間 (電視劇《我們與惡的距離》插曲),Yisa Yu,Taiwan,2020,366,18
1998,別問很可怕,J.Sheon,Taiwan,2020,366,19
1999,紅色高跟鞋,Tanya Chua,Taiwan,2020,366,20
2000,Too Good At Goodbyes,Sam Smith,Thailand,2018,365,1
2001,I Like Me Better,Lauv,Thailand,2018,365,2
2002,Shape of You,Ed Sheeran,Thailand,2018,365,3
2003,Young Dumb & Broke,Khalid,Thailand,2018,365,4
2004,Perfect,Ed Sheeran,Thailand,2018,365,5
2005,Attention,Charlie Puth,Thailand,2018,365,6
2006,Paris in the Rain,Lauv,Thailand,2018,365,7
2007,New Rules,Dua Lipa,Thailand,2018,365,8
2008,As If It's Your Last,BLACKPINK,Thailand,2018,365,9
2009,Good Morning Teacher,Atom Chanakan,Thailand,2018,365,10
2010,Galaxy (feat. Kob The X Factor),D Gerrard,Thailand,2018,364,11
2011,ลืมไปก่อน,"Buddha Bless, เกรียน Peace",Thailand,2018,363,12
2012,Closer,"The Chainsmokers, Halsey",Thailand,2018,360,13
2013,ไวน์,Max Jenmana,Thailand,2018,359,14
2014,PLEASE,Atom Chanakan,Thailand,2018,359,15
2015,IDGAF,Dua Lipa,Thailand,2018,358,16
2016,เจ็บจนไม่เข้าใจ,PORTRAIT,Thailand,2018,357,17
2017,Havana (feat. Young Thug),Camila Cabello,Thailand,2018,354,18
2018,Thunder,Imagine Dragons,Thailand,2018,349,19
2019,ฝืนตัวเองไม่เป็น,Non Tanon,Thailand,2018,349,20
2020,Without Me,Halsey,United Arab Emirates,2019,211,1
2021,bad guy,Billie Eilish,United Arab Emirates,2019,211,2
2022,Happier,"Marshmello, Bastille",United Arab Emirates,2019,211,3
2023,I Don't Care (with Justin Bieber),Ed Sheeran,United Arab Emirates,2019,211,4
2024,Someone You Loved,Lewis Capaldi,United Arab Emirates,2019,211,5
2025,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",United Arab Emirates,2019,211,6
2026,lovely (with Khalid),Billie Eilish,United Arab Emirates,2019,211,7
2027,Sucker,Jonas Brothers,United Arab Emirates,2019,209,8
2028,Dancing With A Stranger (with Normani),Sam Smith,United Arab Emirates,2019,207,9
2029,Ransom,Lil Tecca,United Arab Emirates,2019,206,10
2030,Eastside (with Halsey & Khalid),benny blanco,United Arab Emirates,2019,206,11
2031,I Like Me Better,Lauv,United Arab Emirates,2019,204,12
2032,2002,Anne-Marie,United Arab Emirates,2019,202,13
2033,It's You,Ali Gatie,United Arab Emirates,2019,201,14
2034,Never Really Over,Katy Perry,United Arab Emirates,2019,201,15
2035,Money In The Grave (Drake ft. Rick Ross),Drake,United Arab Emirates,2019,200,16
2036,7 rings,Ariana Grande,United Arab Emirates,2019,198,17
2037,If I Can't Have You,Shawn Mendes,United Arab Emirates,2019,196,18
2038,Girls Like You (feat. Cardi B),Maroon 5,United Arab Emirates,2019,196,19
2039,rockstar (feat. 21 Savage),Post Malone,United Arab Emirates,2019,194,20
2040,Memories,Maroon 5,United Arab Emirates,2020,366,1
2041,Señorita,"Shawn Mendes, Camila Cabello",United Arab Emirates,2020,366,2
2042,Don't Start Now,Dua Lipa,United Arab Emirates,2020,366,3
2043,Falling,Trevor Daniel,United Arab Emirates,2020,366,4
2044,Lucid Dreams,Juice WRLD,United Arab Emirates,2020,366,5
2045,Someone You Loved,Lewis Capaldi,United Arab Emirates,2020,366,6
2046,Blinding Lights,The Weeknd,United Arab Emirates,2020,366,7
2047,ROXANNE,Arizona Zervas,United Arab Emirates,2020,366,8
2048,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",United Arab Emirates,2020,366,9
2049,The Box,Roddy Ricch,United Arab Emirates,2020,366,10
2050,HIGHEST IN THE ROOM,Travis Scott,United Arab Emirates,2020,366,11
2051,lovely (with Khalid),Billie Eilish,United Arab Emirates,2020,366,12
2052,Dance Monkey,Tones And I,United Arab Emirates,2020,366,13
2053,Before You Go,Lewis Capaldi,United Arab Emirates,2020,366,14
2054,Circles,Post Malone,United Arab Emirates,2020,366,15
2055,Beautiful People (feat. Khalid),Ed Sheeran,United Arab Emirates,2020,364,16
2056,2002,Anne-Marie,United Arab Emirates,2020,364,17
2057,bad guy,Billie Eilish,United Arab Emirates,2020,364,18
2058,I Don't Care (with Justin Bieber),Ed Sheeran,United Arab Emirates,2020,364,19
2059,Adore You,Harry Styles,United Arab Emirates,2020,364,20
2060,Sweater Weather,The Neighbourhood,United Arab Emirates,2021,355,1
2061,Mood (feat. iann dior),24kGoldn,United Arab Emirates,2021,355,2
2062,Watermelon Sugar,Harry Styles,United Arab Emirates,2021,355,3
2063,Dynamite,BTS,United Arab Emirates,2021,355,4
2064,Someone You Loved,Lewis Capaldi,United Arab Emirates,2021,355,5
2065,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",United Arab Emirates,2021,355,6
2066,Heat Waves,Glass Animals,United Arab Emirates,2021,355,7
2067,Astronaut In The Ocean,Masked Wolf,United Arab Emirates,2021,355,8
2068,positions,Ariana Grande,United Arab Emirates,2021,355,9
2069,Blinding Lights,The Weeknd,United Arab Emirates,2021,355,10
2070,Levitating (feat. DaBaby),Dua Lipa,United Arab Emirates,2021,355,11
2071,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,United Arab Emirates,2021,355,12
2072,Memories,Maroon 5,United Arab Emirates,2021,354,13
2073,Don't Start Now,Dua Lipa,United Arab Emirates,2021,354,14
2074,lovely (with Khalid),Billie Eilish,United Arab Emirates,2021,354,15
2075,Circles,Post Malone,United Arab Emirates,2021,354,16
2076,Perfect,Ed Sheeran,United Arab Emirates,2021,353,17
2077,At My Worst,Pink Sweat$,United Arab Emirates,2021,353,18
2078,Señorita,"Shawn Mendes, Camila Cabello",United Arab Emirates,2021,353,19
2079,Closer,"The Chainsmokers, Halsey",United Arab Emirates,2021,353,20
2080,LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",Uruguay,2021,334,1
2081,Chica Ideal,"Sebastian Yatra, Guaynaa",Uruguay,2021,334,2
2082,Vida de Rico,Camilo,Uruguay,2021,334,3
2083,Si Me Tomo Una Cerveza,"Migrantes, Alico",Uruguay,2021,334,4
2084,Hawái,Maluma,Uruguay,2021,334,5
2085,La Curiosidad,"Jay Wheeler, DJ Nelson, Myke Towers",Uruguay,2021,334,6
2086,Hecha Pa' Mi,Boza,Uruguay,2021,334,7
2087,Tattoo - Remix with Camilo,Rauw Alejandro,Uruguay,2021,334,8
2088,DÁKITI,"Bad Bunny, Jhay Cortez",Uruguay,2021,334,9
2089,Bandido,"Myke Towers, Juhn",Uruguay,2021,334,10
2090,Flaca,Andrés Calamaro,Uruguay,2021,334,11
2091,Don't Start Now,Dua Lipa,Uruguay,2021,333,12
2092,Tú Me Dejaste De Querer,"C. Tangana, Niño de Elche, La Húngara",Uruguay,2021,333,13
2093,Tan Enamorados,CNCO,Uruguay,2021,333,14
2094,Mamichula - con Nicki Nicole,"Trueno, Bizarrap, Taiu, TATOOL",Uruguay,2021,333,15
2095,BEBÉ,"Camilo, El Alfa",Uruguay,2021,333,16
2096,Blinding Lights,The Weeknd,Uruguay,2021,331,17
2097,Watermelon Sugar,Harry Styles,Uruguay,2021,329,18
2098,Bésame,"El Reja, Lira",Uruguay,2021,328,19
2099,Levitating (feat. DaBaby),Dua Lipa,Uruguay,2021,327,20
2100,Heat Waves,Glass Animals,Austria,2021,365,1
2101,Blinding Lights,The Weeknd,Austria,2021,364,2
2102,Sweater Weather,The Neighbourhood,Austria,2021,364,3
